country,year,age,value,gender
United Kingdom,2012,55 - 59,2061,Male
United Kingdom,2012,60 - 64,585,Male
United Kingdom,2012,65 +,290,Male
United Kingdom,2012,Unknown - Inconnu,46554,Male
United Kingdom,2013,0 - 14,146,Female
United Kingdom,2013,15 - 19,32675,Female
United Kingdom,2013,20 - 24,132985,Female
United Kingdom,2013,25 - 29,218607,Female
United Kingdom,2013,30 - 34,237205,Female
United Kingdom,2013,35 - 39,124449,Female
United Kingdom,2013,40 - 44,30092,Female
United Kingdom,2013,45 - 49,2003,Female
United Kingdom,2013,50 +,179,Female
United Kingdom,2013,Unknown - Inconnu,17,Female
United Kingdom,2014,0 - 14,142,Female
United Kingdom,2014,15 - 19,29102,Female
United Kingdom,2014,20 - 24,125377,Female
United Kingdom,2014,25 - 29,219258,Female
United Kingdom,2014,30 - 34,241237,Female
United Kingdom,2014,35 - 39,128610,Female
United Kingdom,2014,40 - 44,29950,Female
United Kingdom,2014,45 - 49,1995,Female
United Kingdom,2014,50 +,177,Female
United Kingdom,2014,Unknown - Inconnu,60,Female
United Kingdom,2015,0 - 14,114,Female
United Kingdom,2015,15 - 19,26710,Female
United Kingdom,2015,20 - 24,120121,Female
United Kingdom,2015,25 - 29,219997,Female
United Kingdom,2015,30 - 34,243119,Female
United Kingdom,2015,35 - 39,134416,Female
United Kingdom,2015,40 - 44,29886,Female
United Kingdom,2015,45 - 49,2147,Female
United Kingdom,2015,50 +,229,Female
United Kingdom,2015,Unknown - Inconnu,7,Female
United Kingdom,2016,0 - 14,109,Female
United Kingdom,2016,15 - 19,25109,Female
United Kingdom,2016,20 - 24,113944,Female
United Kingdom,2016,25 - 29,217688,Female
United Kingdom,2016,30 - 34,245653,Female
United Kingdom,2016,35 - 39,139097,Female
United Kingdom,2016,40 - 44,30306,Female
United Kingdom,2016,45 - 49,2213,Female
United Kingdom,2016,50 +,251,Female
United Kingdom,2016,Unknown - Inconnu,16,Female
United Kingdom,2016,0 - 19,8897,Male
United Kingdom,2016,20 - 24,64400,Male
United Kingdom,2016,25 - 29,160571,Male
United Kingdom,2016,30 - 34,224485,Male
United Kingdom,2016,35 - 39,166950,Male
United Kingdom,2016,40 - 44,72578,Male
United Kingdom,2016,45 - 49,25524,Male
United Kingdom,2016,50 - 54,7993,Male
United Kingdom,2016,55 - 59,2400,Male
United Kingdom,2016,60 - 64,667,Male
United Kingdom,2016,65 +,274,Male
United Kingdom,2016,Unknown - Inconnu,39647,Male
United Kingdom,2017,0 - 14,84,Female
United Kingdom,2017,15 - 19,22792,Female
United Kingdom,2017,20 - 24,108052,Female
United Kingdom,2017,25 - 29,210730,Female
United Kingdom,2017,30 - 34,241621,Female
United Kingdom,2017,35 - 39,139244,Female
United Kingdom,2017,40 - 44,29667,Female
United Kingdom,2017,45 - 49,2315,Female
United Kingdom,2017,50 +,248,Female
United Kingdom,2017,Unknown - Inconnu,1,Female
United Kingdom,2017,0 - 19,8106,Male
United Kingdom,2017,20 - 24,59908,Male
United Kingdom,2017,25 - 29,155358,Male
United Kingdom,2017,30 - 34,220563,Male
United Kingdom,2017,35 - 39,165366,Male
United Kingdom,2017,40 - 44,70283,Male
United Kingdom,2017,45 - 49,25346,Male
United Kingdom,2017,50 - 54,7808,Male
United Kingdom,2017,55 - 59,2390,Male
United Kingdom,2017,60 - 64,673,Male
United Kingdom,2017,65 +,316,Male
United Kingdom,2017,Unknown - Inconnu,38637,Male
United States of America,2004,0 - 14,6781,Female
United States of America,2004,15 - 19,415262,Female
United States of America,2004,20 - 24,1034454,Female
United States of America,2004,25 - 29,1104485,Female
United States of America,2004,30 - 34,965663,Female
United States of America,2004,35 - 39,475606,Female
United States of America,2004,40 - 44,103679,Female
United States of America,2004,45 - 49,5748,Female
United States of America,2004,50 +,374,Female
United States of America,2004,Total,1771,Female
United States of America,2006,0 - 14,2,Female
United States of America,2006,0 - 19,442000,Female
United States of America,2006,15 - 19,226,Female
United States of America,2006,20 - 24,1081000,Female
United States of America,2006,25 - 29,1182000,Female
United States of America,2006,30 - 34,950000,Female
United States of America,2006,35 - 39,499000,Female
United States of America,2006,40 - 44,105000,Female
United States of America,2006,45 - 54,7000,Female
United States of America,2006,Total,1771,Female
United States of America,2006,0 - 19,129959,Male
United States of America,2006,20 - 24,625254,Male
United States of America,2006,25 - 29,958146,Male
United States of America,2006,30 - 34,947453,Male
United States of America,2006,35 - 39,623458,Male
United States of America,2006,40 +,364393,Male
United States of America,2006,Total,240569,Male
United States of America,2006,Unknown - Inconnu,616892,Male
United States of America,2008,0 - 14,5764,Female
United States of America,2008,15 - 19,434758,Female
United States of America,2008,20 - 24,1052184,Female
United States of America,2008,25 - 29,1195774,Female
United States of America,2008,30 - 34,956716,Female
United States of America,2008,35 - 39,488875,Female
United States of America,2008,40 - 44,105973,Female
United States of America,2008,45 - 49,7109,Female
United States of America,2008,50 +,541,Female
United States of America,2008,Total,1771,Female
United States of America,2008,0 - 19,142862,Male
United States of America,2008,20 - 24,615796,Male
United States of America,2008,25 - 29,960144,Male
United States of America,2008,30 - 34,948291,Male
United States of America,2008,35 - 39,616630,Male
United States of America,2008,40 - 44,250629,Male
United States of America,2008,45 - 49,84963,Male
United States of America,2008,50 - 54,24459,Male
United States of America,2008,55 +,10308,Male
United States of America,2008,Unknown - Inconnu,593612,Male
United States of America,2009,0 - 19,414831,Male
United States of America,2009,20 - 24,1005982,Male
United States of America,2009,25 - 29,1166787,Male
United States of America,2009,30 - 34,955246,Male
United States of America,2009,35 - 39,474103,Male
United States of America,2009,40 - 44,105827,Male
United States of America,2009,45 - 49,7320,Male
United States of America,2009,50 - 54,569,Male
United States of America,2009,Unknown - Inconnu,-,Male
United States of America,2012,0 - 14,3672,Female
United States of America,2012,15 - 19,305388,Female
United States of America,2012,20 - 24,916811,Female
United States of America,2012,25 - 29,1123900,Female
United States of America,2012,30 - 34,1013416,Female
United States of America,2012,35 - 39,472318,Female
United States of America,2012,40 - 44,109579,Female
United States of America,2012,45 - 49,7157,Female
United States of America,2012,50 +,600,Female
United States of America,2012,Total,1771,Female
United States of America,2012,0 - 19,104735,Male
United States of America,2012,20 - 24,526476,Male
United States of America,2012,25 - 29,869863,Male
United States of America,2012,30 - 34,975449,Male
United States of America,2012,35 - 39,590180,Male
United States of America,2012,40 - 44,256966,Male
United States of America,2012,45 - 49,83782,Male
United States of America,2012,50 - 54,26278,Male
United States of America,2012,55 +,11341,Male
United States of America,2012,Unknown - Inconnu,507771,Male
United States of America,2013,0 - 14,3098,Female
United States of America,2013,15 - 19,273105,Female
United States of America,2013,20 - 24,896745,Female
United States of America,2013,25 - 29,1120777,Female
United States of America,2013,30 - 34,1036927,Female
United States of America,2013,35 - 39,483873,Female
United States of America,2013,40 - 44,109484,Female
United States of America,2013,45 - 49,7495,Female
United States of America,2013,50 - 54,677,Female
United States of America,2013,Total,3988076,Female
United States of America,2013,0 - 19,93205,Male
United States of America,2013,20 - 24,509846,Male
United States of America,2013,25 - 29,860750,Male
United States of America,2013,30 - 34,990827,Male
United States of America,2013,35 - 39,601402,Male
United States of America,2013,40 - 44,256761,Male
United States of America,2013,45 - 49,84250,Male
United States of America,2013,50 - 54,27339,Male
United States of America,2013,55 +,11578,Male
United States of America,2013,Unknown - Inconnu,496223,Male
United States of America,2014,0 - 19,85002,Male
United States of America,2014,20 - 24,497940,Male
United States of America,2014,25 - 29,867330,Male
United States of America,2014,30 - 34,1022910,Male
United States of America,2014,35 - 39,629724,Male
United States of America,2014,40 - 44,261320,Male
United States of America,2014,45 - 49,87146,Male
United States of America,2014,50 - 54,28347,Male
United States of America,2014,55 +,12430,Male
United States of America,2014,Unknown - Inconnu,495927,Male
United States of America,2015,0 - 14,2500,Female
United States of America,2015,15 - 19,229715,Female
United States of America,2015,20 - 24,850509,Female
United States of America,2015,25 - 29,1152311,Female
United States of America,2015,30 - 34,1094693,Female
United States of America,2015,35 - 39,527996,Female
United States of America,2015,40 - 44,111848,Female
United States of America,2015,45 - 49,8171,Female
United States of America,2015,50 +,754,Female
United States of America,2015,Unknown - Inconnu,-,Female
United States of America,2015,0 - 19,78966,Male
United States of America,2015,20 - 24,477664,Male
United States of America,2015,25 - 29,866460,Male
United States of America,2015,30 - 34,1031310,Male
United States of America,2015,35 - 39,648051,Male
United States of America,2015,40 - 44,263377,Male
United States of America,2015,45 - 49,89921,Male
United States of America,2015,50 - 54,29105,Male
United States of America,2015,55 +,12911,Male
United States of America,2015,Unknown - Inconnu,480732,Male
